id|subscriptionChannelId|publishedAt|title|description|thumbnailUrl|totalItemCount|newItemCount
UCpCtv8fw6egexjhOJpN1IZw|UCA1TSDo1NXAGySZvqmX2A2Q|2013-05-13T04:55:01Z|"CJ ENM"|"전 세계인의 일상에 생동감을 주는  글로벌 No.1 라이프스타일 크리에이터, CJ ENM    국내 최고의 웰메이드 콘텐츠를 창출하는 E&M과 차별화된 상품 기획과 큐레이션의 역량을 가진 오쇼핑이 만나 생각지도 못한 Want를 창조하는 일을 하고자 합니다.   단지 필요한 것, 이미 원하던 것을 넘어 미처 생각지도 못한 Want를 발견하고 그것이 채워질 때, 사람들은 감동하고 삶은 즐거워집니다.   우연히 만난 콘텐츠가 곧바로 일상의 한 장면이 되는 일. 큐레이션된 브랜드로 새로운 라이프스타일을 경험하도록 이끄는 일. 에너지와 영감으로 가득 채워진 이 멋진 순간들이 또 다른 순간들로 이어지는 세상. 바로, CJ ENM이 만드는 세상입니다.   이 순간을 일상으로, Moments Never Ending"|https://yt3.ggpht.com/-X_CshjZU4lQ/AAAAAAAAAAI/AAAAAAAAAAA/LzOS2B5u2qA/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|14895|0
UCpCtv8fw6egexjhOJpN1IZw|UC_pwIXKXNm5KGhdEVzmY60A|2013-05-13T04:55:01Z|"Stone Music Entertainment"|"Stone Music Entertainment is the leader of the worldwide K-POP sensation. Standing on top of Korea's music industry with the largest scale of investment, production and distribution, Stone Music Entertainment's exceptional operation drives the global music scene."|https://yt3.ggpht.com/-QMkGdFbhrOc/AAAAAAAAAAI/AAAAAAAAAAA/6boUKax-3EA/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|6351|0
UCpCtv8fw6egexjhOJpN1IZw|UC5HSw5OY2vfVFSihpiB-AVQ|2019-08-21T06:07:37.386000Z|"TBS 시민의방송"|"시민에 의한, 시민을 위한! 시민의 품격을 높여 주는 [TBS 시민의방송]  ▣ 제보 및 의견 ▶TBS 안드로이드 앱 :  https:play.google.comstoreappsdetails?id=com.jnhstudio.tbs_AndroidApp ▶TBS 애플 앱 : https:apps.apple.comkrapptbsid391062560 ▶홈페이지 : http:tbs.seoul.krtvindex.do ▶페이스북 : https:www.facebook.commylovetbs ▶트위터 : https:twitter.comseoultbstv ▶인스타그램 : https:www.instagram.comseoultbstv ▶카카오스토리채널 : https:ch.kakao.comchannels@seoultbs  ▶네이버TV : https:tv.naver.comtbstv ▶카카오TV : https:tv.kakao.comchannel2658088livelink6840017?metaObjectType=Channe   ▣ 방송 안내 ▶김어준의 뉴스공장  (월~금) 오전 7시6분 ▶정준희의 해시태그  목요일 밤 10시 30분 ▶뉴스공장 외전 '더 룸'  (월~목) 밤 9시30분 ▶TV 민생연구소  (월~목) 저녁 6시 ▶아닌 밤중에 주진우입니다 (토) 21시30분  ▣ 채널 번호 kt 올레 tv: 214번 B tv: 167번 U+ tv: 245번"|https://yt3.ggpht.com/-IAFsFY050z8/AAAAAAAAAAI/AAAAAAAAAAA/5_gpA_PmKvg/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|29800|0
UCpCtv8fw6egexjhOJpN1IZw|UCqq-ovGE01ErlXakPihhKDA|2020-07-20T01:15:18.026000Z|"1theK Originals - 원더케이 오리지널"|"K-POP Wonderland, 1theK  K-POP의 모든 즐거움이 여기에!  1theK(원더케이)의 다양한 오리지널 컨텐츠를 만나보세요.  *Business Contact : 1theK.ad@kakao-m.com"|https://yt3.ggpht.com/-OHl8Fp-SvGU/AAAAAAAAAAI/AAAAAAAAAAA/5KSHlsLtoUM/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|593|0
UCpCtv8fw6egexjhOJpN1IZw|UCgdZeqgyKQL1durJSAsFAnw|2019-02-14T08:23:57.646000Z|"으뜸전남튜브"|"「생명의 땅 으뜸전남」 내 삶이 바뀌는 전남 행복시대!  전라남도 공식 유튜브 채널입니다.  [전라남도 SNS]  인스타 - https:www.instagram.comjeonnam_official 카카오스토리 - https:story.kakao.comchjeollanamdo 페이스북 - https:www.facebook.comjeonnam.kr"|https://yt3.ggpht.com/-xB65KwYiSZ4/AAAAAAAAAAI/AAAAAAAAAAA/UDnuuUCYIew/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|1548|0
UCpCtv8fw6egexjhOJpN1IZw|UCbZRLiEl_dsyzK4QFf-NmpQ|2019-08-21T06:21:56.472000Z|"부산광역시 B공식채널"|"Bofficial channel  Anofficial channel  Unofficial channel  Busan 공무원(시장님이 안 볼거라 믿는)의 B급 븨log, B공식채널  참여를 원하는 시민 누구나 환영합니다~~ 비공식적 참여 추천^^"|https://yt3.ggpht.com/-rggZBGRnr4Q/AAAAAAAAAAI/AAAAAAAAAAA/JWqeBMWv8mI/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|161|0
UCpCtv8fw6egexjhOJpN1IZw|UC499dzcb2Fx9RD39Vqpz-lg|2019-10-30T07:17:47.634000Z|"강원도 - Gangwon"|"평화와 번영, 강원시대! 강원도의 모든 것을 전세계인과 함께 나눕니다! [강원도청 공식 유튜브]  Peace and prosperity, Gangwon time! Share all the information in Gangwon Province with people from all over the world! [official YouTube channel of Gangwon Province]  페이스북 https:www.facebook.comgwdoraeyo 네이버블로그 https:blog.naver.comgwdoraeyo 인스타그램 https:www.instagram.comgangwon_official 트위터 https:twitter.comhappygangwon 카카오스토리 https:story.kakao.comchbanbiraeyo 홈페이지 http:www.provin.gangwon.krgwportal"|https://yt3.ggpht.com/-nYoPZ6Esr38/AAAAAAAAAAI/AAAAAAAAAAA/Wxy06hd0cw4/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|450|0
UCpCtv8fw6egexjhOJpN1IZw|UCiGeWRkwZJL1ZH_1ImaZwmg|2019-02-14T01:38:23.941000Z|"갱남피셜 - 경상남도 공식 유튜브"|"-경상남도 공식 유튜브 채널입니다- '스마트 경남'의 다양한 소식을 재미있고 흥미로운 영상으로 여러분들께 전해드립니다. 많은 구독과 추천 부탁드려요^^  공식 홈페이지 : http:www.gyeongnam.go.kr 인터넷방송 : http:tv.gyeongnam.go.kr 인터넷뉴스 : http:www.gyeongnam.go.krnews 경남공감 : https:www.gyeongnam.go.krgonggam 페이스북 : https:www.facebook.comgsndkorea 카카오스토리 : https:story.kakao.comchgyeongnamstory 인스타그램 : http:instagram.comgsnd_korea 트위터 : https:twitter.comgyeongnamdo  #경상남도 #경남도청 #경남"|https://yt3.ggpht.com/-5sgvm6I7pnE/AAAAAAAAAAI/AAAAAAAAAAA/O8aMeY5C3Mg/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|4131|0
UCpCtv8fw6egexjhOJpN1IZw|UCev47mZSefA6nM--tDxcxVA|2020-07-20T01:05:21.810000Z|"대한민국 정부"|"안녕하세요  대한민국 정부 공식 유튜브 채널입니다.  대한민국 국민 가까이에서  보다 유용한 정부 정책들을 알려드릴 수 있도록 노력하겠습니다.  대한민국 정부 채널에서는  보다 가깝고 확실하게 체감 할 수 있는 다양한 정책을 소개하겠습니다.  유익한 정책정보를 제공할 수 있도록 최선을 다하겠습니다."|https://yt3.ggpht.com/-Ek7O7fHkoUc/AAAAAAAAAAI/AAAAAAAAAAA/wdeigL3R1MI/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|332|0
UCpCtv8fw6egexjhOJpN1IZw|UCQabORQKQRHP-iUqe-xIFvg|2019-08-21T05:59:27.716000Z|"스브스뉴스 SUBUSU NEWS"|"뉴스에는 위아래가 없다! SBS 스브스뉴스"|https://yt3.ggpht.com/-2a4UJZbC5bI/AAAAAAAAAAI/AAAAAAAAAAA/cwXD3fUGyQ8/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|2065|0
UCpCtv8fw6egexjhOJpN1IZw|UCweOkPb1wVVH0Q0Tlj4a5Pw|2013-05-13T04:55:01Z|"1theK (원더케이)"|""K-pop Wonderland" 1theK  K-pop을 이끄는 국내 최고 아티스트들의 뮤직비디오부터, 전 세계 팬들이 보고, 듣고, 참여할 수 있는 오리지널 컨텐츠들까지! 1theK에서 가장 빠르게 만나보세요! :)   Welcome to the official YouTube page of "K-pop Wonderland" 1theK Enjoy the leading K-Pop artists’ MVs, teasers and more exclusive originals for the K-pop fans all over the world on 1theK!  Stay tuned for the latest updates!   *Business contact : 1theK.ad@kakao-m.com"|https://yt3.ggpht.com/-1rNzpk0TNMc/AAAAAAAAAAI/AAAAAAAAAAA/zTbjW8YV6vs/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|17576|0
UCpCtv8fw6egexjhOJpN1IZw|UCXiv1QlLhil_qGtFPaEtLDQ|2020-06-10T07:49:00.143000Z|"충청북도"|"생명과 태양의 땅 충북 !  대한민국의 중심 충북이 바이오·솔라밸리 조성으로 미래 100년을 열어갑니다."|https://yt3.ggpht.com/-gyN75Bs-7qI/AAAAAAAAAAI/AAAAAAAAAAA/zjWpfPNqG4U/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|1215|0
UCpCtv8fw6egexjhOJpN1IZw|UCYgUhR7EGKauFXgJS0pckGg|2019-08-21T06:08:00.760000Z|"와썹맨-Wassup Man"|"와썹맨2 컴백! 😎 👉매주 금요일 오후 5시!  구독! 팔로우! 댓글! 알람!! 래쓰기릿~    익숙하지만 새로운 즐거움, JTBC 디지털 스튜디오 룰루랄라 (studio lululala) * 비즈니스 관련 문의 : lululala.ad@jtbc.co.kr * 제보출연제작진 관련 문의 :  wassupman@jtbc.co.kr   Yo~ Wassup Man is on a break for a while...baaam We'll be back on this spring with new contents!!!! BAAAM~~!!! #WassupMan #studiolulula For all business related inquiries please email us at lululala.ad@jtbc.co.kr For a tip-off question, appearance related inquiries please email us at wassupman@jtbc.co.kr"|https://yt3.ggpht.com/-J2_hBTvzaN4/AAAAAAAAAAI/AAAAAAAAAAA/WyOa8gCY_H0/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|127|0
UCpCtv8fw6egexjhOJpN1IZw|UCGB9QyLZi92qNXM8cnf6Qow|2019-07-30T04:26:18.048000Z|"이용섭TV"|"정의롭고 풍요로운 광주를 위한 광주, 대한민국 미래로!! 이용섭 광주광역시장 유튜브 채널입니다."|https://yt3.ggpht.com/-wyzuYVrzIMI/AAAAAAAAAAI/AAAAAAAAAAA/DLynKIrDyWo/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|378|0
UCpCtv8fw6egexjhOJpN1IZw|UCjBHMHWVsC6LFVGGBa2e2UQ|2020-02-13T06:50:36.882000Z|"충주씨"|"충쥬르~✊🖐✊🖐   우주 최초 수달공무원 충주씨!  나이 : 21살 직업 : 충주시 공무원 종족 : 수컷 수달  충주시와 충주시 농산물을 널리 알리기 위해 발벗고 나서는 수달 공무원 충주씨  충쥬르~  (충주로 오세요와 봉쥬르의 합성어, 충주씨의 인삿말)  Instagram : @chungjuc"|https://yt3.ggpht.com/-WnKDTXddXhY/AAAAAAAAAAI/AAAAAAAAAAA/SgrltkfVoNw/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|56|0
UCpCtv8fw6egexjhOJpN1IZw|UCgciFvhDgtOBu6ieoE9zdhg|2020-05-20T05:38:43.036000Z|"[쌈빡정식] 전라북도 공식 유튜브"|"-전라북도 공식 유튜브 채널 입니다-  전라북도 공식 유튜브 채널 '쌈빡정식'은  전북의 다양한 소식과 이야기를 재미있고 흥미로운 영상으로 여러분들께 전해드립니다.  많은 구독과 추천 부탁드립니다^^   공식 홈페이지 : http:www.jeonbuk.go.kr  인터넷방송 : http:www.jeonbuk.go.kritv  블로그: http:blog.naver.comjb.go.kr   페이스북 : https:www.facebook.comjeonbuk.kr  카카오스토리 :  https:story.kakao.comchjeonbukstory  인스타그램 : https:www.instagram.comjeonbukstar   트위터 : https:twitter.comjeonbukstar  #전라북도 #전북도청 #전북#쌈빡정식#생생TV"|https://yt3.ggpht.com/-Iq54Lt4WQh8/AAAAAAAAAAI/AAAAAAAAAAA/noAIX2gV0BY/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|1482|0
UCpCtv8fw6egexjhOJpN1IZw|UCN8CPzwkYiDVLZlgD4JQgJQ|2020-03-30T07:11:45.244000Z|"박막례 할머니 Korea Grandma"|"73세 박막례 할머니의 무한도전 인생은 아름다워! 할머니와 즐거운 하루 하루를 보내고, 기록 합니다. 이 채널의 방향은 할머니의 행복 입니다."|https://yt3.ggpht.com/-sTj2uP2p1Hg/AAAAAAAAAAI/AAAAAAAAAAA/ftuRI6q81YA/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|328|0
UCpCtv8fw6egexjhOJpN1IZw|UCa7-3Zvxg-5Rfxgu3RQY_gw|2020-02-05T04:01:47.769000Z|"질병관리본부아프지마TV"|"질병으로부터 자유로운 세상"|https://yt3.ggpht.com/-FexDQC4qpAk/AAAAAAAAAAI/AAAAAAAAAAA/xsGsuxAxudI/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|498|0
UCpCtv8fw6egexjhOJpN1IZw|UCyc_LKrPkD56emyTrPu4KXA|2020-01-11T06:44:07.931000Z|"냥꼬리"|"북한산 산기슭에 위치한 냥꼬리(里) 마을... 냥꼬 셋과 이장 둘, 그리고 냥꼬들을 사랑하는 구독자 주민분들이 모여  한 마을이 되었습니다!    ⛰️냥꼬들 소개 🐀자냐 (오빠  얼굴 보니 "사자냐?" 생각이 맨 처음을 들어서 자냐) 🐆애교 (둘째  학대받았던 애를 데려오다보니 오랜 시간 치료를 했는데 싫었을 법하지만 잘 참고 늘 사람에게 애교가 많아서 애교)  🐇토오끼 (막내  어렸을 땐 너무 작아서 꼬마라고 불렸는데 어느순간부터 할미집사가 "토끼야" 부르기 시작, 그 뒤로 토오끼가 되어버림)   🐾인스타그램 : 19thfloorcats  🐾비즈니스 문의 : 19thfloorcats@sandbox.co.kr"|https://yt3.ggpht.com/-62DAMNUJQpA/AAAAAAAAAAI/AAAAAAAAAAA/kk9FcG6S-pc/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|403|0
UCpCtv8fw6egexjhOJpN1IZw|UCK2JegInDWoDtwEpjh4HzLg|2019-02-14T08:44:16.568000Z|"제주특별자치도"|"제주특별자치도 공식 유튜브 채널입니다. The official Youtube channel of Jeju"|https://yt3.ggpht.com/-Vt3MLEhfdaI/AAAAAAAAAAI/AAAAAAAAAAA/k0LWG90yAaw/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|905|0
UCpCtv8fw6egexjhOJpN1IZw|UClUMxNBoKujXtXtzdqhq9sg|2020-05-20T05:41:11.751000Z|"보이소 TV, BOISO TV"|"This is an official YouTube channel operated by Gyeongsangbuk-do (Gyeongbuk-do Office). YouTube Channel: https:www.youtube.comchannelUClUMxNBoKujXtXtzdqhq9sg Homepage: http:www.gb.go.krtv   #Gyeongsangbukdo #Gyeongbukdo #Gyeongbuk Provincial Office #Gyeongsangbukdo YouTube #Gyeongsangbukdo video team"|https://yt3.ggpht.com/-905I3lU9OpU/AAAAAAAAAAI/AAAAAAAAAAA/aRut-ctCXNY/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|1298|0
UCpCtv8fw6egexjhOJpN1IZw|UCQ2O-iftmnlfrBuNsUUTofQ|2019-10-13T23:43:01.023000Z|"채널 십오야"|"채널 나나나가 채널 십오야로 이름을 바꿨습니다. 앞으로 다양한 창작자들의 ‘달나라’가는 꿈같은 콘텐츠들이 업로드 될 예정입니다. 꽉찬 보름달 같은 많은 사랑 부탁드립니다. #사랑합니다구독감사합니다"|https://yt3.ggpht.com/-qne0PYqKiT8/AAAAAAAAAAI/AAAAAAAAAAA/jzP3ciB26eo/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|157|0
UCpCtv8fw6egexjhOJpN1IZw|UCRvrYUbatHPDc-snY-jCG0A|2019-06-12T06:54:24.571000Z|"광주MBC"|"광주MBC 공식 유튜브 채널입니다!  콘텐츠 제작 & 광고 문의  smc@kjmbc.co.kr"|https://yt3.ggpht.com/-jL9bJvyt-6U/AAAAAAAAAAI/AAAAAAAAAAA/z0XcXllUwEQ/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|5984|0
UCpCtv8fw6egexjhOJpN1IZw|UCPPd322sdoOODb0LXsGswKg|2019-11-08T02:01:19.561000Z|"광주문화재단TV"|"광주문화재단은 시민의 창조적 문화 활동과 문화예술 향유 기회를 확대하고, 문화예술진흥 정책을 개발함으로써 문화예술 창조도시를 구현하기 위해 2011년 1월 설립되었습니다. 광주광역시의 문화예술진흥과 아시아문화중심도시 조성을 위한 정책개발 및 홍보, 문화예술의 창작․보급․활동의 지원, 문화예술교육 및 연구, 전통문화의 계승과 발전, 문화관광상품 개발 및 마케팅 등을 통해 멋들어진 문화공동체, 행복한 창조도시 구현을 위해 광주광역시가 설립한 출연기관입니다."|https://yt3.ggpht.com/-evQ8qOgK_YY/AAAAAAAAAAI/AAAAAAAAAAA/l9dBID11uPw/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|210|0
UCpCtv8fw6egexjhOJpN1IZw|UCrDkAvwZum-UTjHmzDI2iIw|2018-04-06T13:40:12.872000Z|"officialpsy"|"PSY Official YouTube Channel"|https://yt3.ggpht.com/-0Xgl841SU7Y/AAAAAAAAAAI/AAAAAAAAAAA/_bKTxRDm1kw/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|90|0
UCpCtv8fw6egexjhOJpN1IZw|UCe52oeb7Xv_KaJsEzcKXJJg|2013-05-13T04:55:01Z|"MBCkpop"|"Welcome to the official YouTube page of MBC, MBC Kpop Enjoy "Show! Music Core" the hottest K-pop program and the essence of live music on "The Masked Singer". Subscribe and stay tuned for the latest updates!"|https://yt3.ggpht.com/-ejPSj8ynRh0/AAAAAAAAAAI/AAAAAAAAAAA/RDy_kAyJaXU/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|38008|0
UCpCtv8fw6egexjhOJpN1IZw|UC7WMB_czX5jF__5kqT4d9Ww|2019-06-14T04:56:20.325000Z|"대한민국청와대"|"청와대 공식 유튜브 채널입니다."|https://yt3.ggpht.com/-Jdnp_IRgVXc/AAAAAAAAAAI/AAAAAAAAAAA/r2wqkkCJrLg/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|953|0
UCpCtv8fw6egexjhOJpN1IZw|UC-9-kyTW8ZkZNDHQJ6FgpwQ|1970-01-01T00:00:00Z|"Music"|"Visit the YouTube Music Channel to find today’s top talent, featured artists, and playlists. Subscribe to see the latest in the music world. This channel was generated automatically by YouTube's video discovery system."|https://yt3.ggpht.com/-YxMG_OBxoIM/AAAAAAAAAAI/AAAAAAAAAAA/p5Z_4Wofbmk/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|0|0
UCpCtv8fw6egexjhOJpN1IZw|UC3IZKseVpdzPSBaWxBxundA|2020-01-09T15:04:55.392000Z|"Big Hit Labels"|"Welcome to the official YouTube channel of Big Hit Labels, the content hub for Big Hit Entertainment, SOURCE MUSIC, BELIFT, and PLUS GLOBAL AUDITION."|https://yt3.ggpht.com/-rl5F2klaWOs/AAAAAAAAAAI/AAAAAAAAAAA/3CyshXUOuIc/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|408|0
UCpCtv8fw6egexjhOJpN1IZw|UCPtNLUGRiiwt5GeAZOnSuWw|2013-05-13T04:55:01Z|"YouTubeShowsKR"|"YouTube TV Shows (South Korea)."|https://yt3.ggpht.com/-2oG7SJE_QUs/AAAAAAAAAAI/AAAAAAAAAAA/3kEvgq08BYI/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|0|0
UCpCtv8fw6egexjhOJpN1IZw|UCYfdidRxbB8Qhf0Nx7ioOYw|2013-05-13T04:55:01Z|"News"|"YouTube's news destination featuring comprehensive up-to-date coverage on the latest top stories, sports, business, entertainment, politics, and more."|https://yt3.ggpht.com/-77ke3Ug-lVg/AAAAAAAAAAI/AAAAAAAAAAA/zepY14k5Hkg/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|0|0
UCpCtv8fw6egexjhOJpN1IZw|UCnrPF6de3KuHZy3c2ZkqcMA|2019-02-27T01:47:51.881000Z|"기획재정부"|"기획재정부 유튜브 공식채널입니다."|https://yt3.ggpht.com/-AON8T9iJAw8/AAAAAAAAAAI/AAAAAAAAAAA/cQ19Cw6f3hM/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|877|0
UCpCtv8fw6egexjhOJpN1IZw|UCS8Wrt3ZgilMVN9zmPpcaYQ|2019-09-26T08:30:32.222000Z|"소생 2020"|"응급환자 이송을 위한 닥터헬기는 이착륙 시 많은 소음이 발생하고, 주변 지역에 불편함을 주기도 합니다.  하지만 치료의 골든타임을 놓치지 않기 위해 닥터헬기는 꼭 필요합니다.  닥터헬기 소리, 잠깐의 불편함을 참는다면 많은 생명을 구할 수 있습니다.   '닥터헬기 소리는 생명입니다' 캠페인에 참여해 주세요!"|https://yt3.ggpht.com/-lLuW9uQLpLI/AAAAAAAAAAI/AAAAAAAAAAA/hXfLkHKzt7I/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|414|0
